X,Y
5.939162,7.059843
9.694792,3.499452
7.191662,6.8754
1.081061,5.533925
2.816607,3.098734
8.316827,8.459618
9.182136,6.091821
4.881036,1.681195
9.076894,6.491766
5.987344,5.601561
9.682379,4.278621
6.892483,3.059342
6.391191,0.819488
3.52774,5.076577
6.079428,6.451771
6.765582,0.816092
7.233852,8.364273
8.561258,1.539157
7.795279,6.155729
2.731243,9.085347
3.481054,4.512491
8.868029,6.290175
6.380869,5.212536
4.182286,6.440295
6.392892,2.544613
8.3656,8.513441
2.027167,3.566365
5.108147,2.804908
9.351637,5.453846
9.513053,3.143993
5.100372,8.731131
5.607966,7.738605
7.508047,0.984684
3.352811,4.457841
6.228505,9.207343
9.741546,6.378245
7.489955,7.775141
4.683641,6.631227
9.100242,7.419738
2.991033,2.112517
5.192117,6.731028
6.673048,6.445073
8.795804,4.587887
2.600939,8.817969
2.861196,4.843494
5.711024,2.232141
2.925967,2.175801
8.47375,3.516423
4.262447,9.642812
5.668208,7.315318
1.206404,6.099744
3.217938,7.858062
2.225295,1.896159
5.284109,6.801265
3.196808,0.705236
4.61989,9.017486
3.195788,9.413455
4.13219,3.954823
7.145284,7.008408
5.209852,1.073181
5.90794,9.017252
3.141464,7.247621
7.51188,7.66211
2.586901,5.777534
5.518421,7.014066
3.58971,1.65718
1.235507,2.299438
5.491634,3.13337
9.318046,4.154053
7.236643,1.818971
7.546728,1.595046
5.220984,3.407109
6.727291,2.432517
6.162439,3.98702
2.748867,2.765644
8.330138,4.087866
4.014141,3.790509
3.878599,1.96164
7.483826,2.501702
3.786115,2.998525
2.213568,5.519003
8.412811,2.207517
7.129514,8.547992
3.222985,4.237679
5.566873,3.496878
5.354913,8.560509
3.363756,5.988774
8.465884,3.675618
0.537823,4.376776
2.500184,0.686869
1.778609,3.914946
5.782522,2.580402
5.380773,9.840275
5.192658,6.06158
5.092489,2.704926
6.247404,9.425837
8.23418,3.080969
2.363342,8.190421
5.145619,9.185782
5.861602,4.780923
0.593948,6.366324
4.460052,6.359506
5.018123,0.386303
3.999323,4.053601
6.045096,5.689138
4.291419,1.520052
3.667825,2.676833
8.022714,4.75212
2.260756,7.067734
8.039104,5.717576
1.046417,2.962805
4.858901,4.635857
8.457129,2.770976
5.757812,8.285571
1.050927,2.931433
4.002224,3.084407
9.620451,3.894596
2.243882,8.133888
5.120177,4.558916
5.147739,1.24393
7.100816,6.768861
1.906215,4.363132
7.956701,7.192469
6.837794,3.52458
2.346885,3.132404
2.322843,5.827166
6.082959,0.733374
3.843669,4.54519
1.165234,5.774509
6.022763,0.433333
7.91255,8.985239
3.830392,9.333251
7.981618,4.596505
5.544769,8.043606
3.038981,9.034677
2.896394,1.852281
0.116413,5.243502
6.205453,3.457097
7.761477,8.910797
2.200895,6.197119
3.158988,6.737486
7.333668,1.828514
4.030716,3.123026
6.68343,7.088558
3.618763,6.989645
9.678795,5.620443
7.705132,3.680497
6.987433,2.638768
6.260214,0.299271
6.980107,5.151472
4.295587,3.309234
6.207409,0.924159
6.65781,8.902815
8.172833,3.907203
4.029587,5.491426
3.07443,5.123688
3.655947,8.341631
7.56643,6.751819
3.346757,5.653619
8.272806,5.167494
4.308864,5.583027
6.925586,7.974726
7.23571,3.895045
3.728261,2.907257
6.274806,5.217181
5.493985,0.539199
3.342248,7.244476
9.655636,3.203817
4.605956,5.710901
5.024743,1.215906
5.12637,5.997707
3.20468,8.43486
8.793623,5.062896
5.011178,2.270527
8.31793,5.214157
9.719017,5.523531
4.054036,0.617905
6.018302,4.219288
6.190615,6.425045
5.758619,0.492118
2.956272,8.646908
4.184187,1.638318
7.925547,3.590687
3.011206,8.491073
1.768262,7.069649
5.352064,2.216193
4.709385,4.817765
4.010545,1.430437
6.457848,9.650862
7.008971,5.567727
1.646004,2.154246
6.409756,7.595344
2.41573,4.309404
8.569868,6.650215
4.924443,3.711864
2.598251,0.846883
0.537377,3.489671
6.021425,5.461327
7.035826,9.099668
6.032079,7.195635
8.059619,4.779982
2.747737,8.250196
7.394971,7.220289
3.725358,6.090449
9.277995,5.439797
3.79486,6.456207
1.891136,3.368057
3.538381,8.010246
1.791157,1.631018
2.543746,4.506222
5.994823,4.92178
6.711079,9.391663
3.195166,8.562628
3.025404,4.042308
4.100445,6.70712
4.618794,6.417425
4.67953,6.79156
1.520321,2.3625
3.186514,7.444729
5.19584,2.389201
6.575321,8.959259
2.902218,8.651203
1.54115,6.010348
1.533346,6.340465
6.783639,7.338444
6.949404,7.138809
8.677168,7.610673
5.391492,8.069675
6.638637,7.860878
2.212351,5.387567
5.956579,2.678236
8.226124,5.995
1.359936,2.707951
7.651495,5.835473
0.586959,5.717298
4.770888,1.267235
5.098556,7.552334
3.851409,0.704136
8.910359,5.079986
0.25135,4.073662
8.208108,8.724914
9.209627,7.649653
8.477432,1.93642
4.693816,2.20277
1.159647,5.924857
5.689662,8.646835
1.920724,2.283446
2.215934,5.682708
6.797493,0.724163
7.349193,5.773574
8.23437,4.883287
1.885392,3.078093
6.752568,6.39465
2.784052,6.114789
6.525523,5.71063
5.833275,8.370519
3.083642,6.059703
6.594385,5.782597
0.472068,5.429232
3.475236,6.803635
6.480015,1.259456
9.848717,4.827005
3.061493,4.305637
7.305985,0.587825
6.462486,1.320517
4.021127,1.00607
1.538154,3.253613
6.280567,9.629648
7.647548,8.78271
7.432679,7.774588
6.726238,1.331006
1.30601,3.381553
3.200922,5.243363
0.62245,5.63628
6.226644,8.839288
4.70214,9.917948
4.689721,9.039744
7.978388,8.987278
4.58588,1.992778
2.469659,2.316929
7.102201,4.854034
1.390809,4.049191
6.82227,4.256742
6.767069,9.195972
2.290185,6.031908
3.8849,2.373385
7.064773,8.615143
6.210342,3.908508
1.28885,8.022484
4.246435,9.770972
8.662405,8.013788
2.332855,2.373166
9.017869,3.993781
7.349977,2.105555
0.678378,3.829496
5.762067,2.943902
5.29269,0.427003
6.045005,4.032144
6.969158,6.531067
1.566386,1.460568
6.478956,5.126306
5.354041,2.891872
5.126403,4.553702
1.745889,4.03022
5.178376,3.084467
1.37062,7.472246
8.602688,8.180872
6.897136,3.60276
9.469537,5.283572
3.664862,4.617667
0.78026,6.998704
9.361675,3.685173
7.902695,1.834689
4.11948,9.3636
3.338657,5.633994
7.07506,7.816807
2.914739,1.320448
8.934358,5.897496
6.575841,6.948419
0.464779,5.159899
7.731053,0.993013
2.011268,2.201386
5.244208,2.389351
1.540797,3.133088
4.378277,3.391482
6.585354,6.081032
5.776969,3.929313
5.823848,6.626517
3.32334,5.010508
6.016703,5.866882
8.385149,1.448955
4.316147,4.196696
0.832352,3.495679
2.084507,6.26274
2.741583,4.445819
6.193817,3.788288
2.729119,1.081599
5.20207,4.93027
1.42613,4.927713
0.531895,3.893887
3.797222,3.707051
8.813962,3.217457
4.761486,7.965745
6.913989,5.098395
5.983411,7.377526
3.595485,9.186443
6.710136,4.312885
8.542874,4.437849
8.379024,5.82605
4.871092,7.417435
3.918176,1.554639
1.55543,7.046088
3.982623,5.094241
7.862382,6.139167
5.636107,5.89179
7.301219,1.057281
5.235799,8.314071
2.546192,5.898175
7.444687,3.116483
4.448781,3.686249
3.153986,4.796374
5.294001,9.164832
6.271663,1.943709
4.775638,3.118605
8.091153,4.245052
8.820828,2.030282
2.053481,7.293356
3.460665,9.233205
9.853621,3.921692
4.109113,8.034923
4.645392,4.921253
2.500984,2.776029
3.447223,3.210835
0.333111,5.126113
5.135249,3.742147
7.565681,2.055432
1.744295,6.876402
2.645312,1.969827
7.719789,2.486635
4.87491,2.402152
2.246061,6.934731
5.378885,4.710056
6.328721,6.99642
1.598737,4.18254
5.014625,7.395385
4.537031,2.257542
6.425501,3.142694
5.12234,8.476805
8.021752,2.40768
0.810011,5.200092
1.944527,5.245252
2.903137,7.200335
3.18584,6.477887
9.450376,4.504577
6.538915,5.910047
2.454048,5.038966
2.001258,3.593096
1.268761,4.530286
7.801782,8.849869
7.72292,5.866847
6.987849,2.210422
1.698555,8.200521
5.205987,6.462543
8.240172,1.986437
0.31142,4.776831
2.702177,0.794169
5.677405,9.328023
9.596588,5.192146
8.927977,7.444603
1.377688,6.384827
9.71364,4.493087
5.959889,5.706795
7.898815,1.255069
7.877653,8.039131
2.217023,6.002839
4.573955,5.243042
7.281773,6.398436
5.166249,5.67012
3.43274,1.162825
6.522076,7.590713
4.392966,4.20656
8.966851,3.592059
5.803411,6.718753
1.531599,7.118335
4.146768,6.02695
2.918076,1.60162
2.438018,2.286046
3.879334,7.270906
2.381471,6.271568
4.199833,9.819003
4.21093,7.437227
4.522094,7.28105
9.049105,7.849271
5.617545,3.163644
7.42899,5.838219
8.470283,4.542328
3.573016,0.450889
0.394973,3.835531
6.228675,8.622081
0.163873,4.873469
2.349392,8.606123
0.924062,6.920794
6.57084,1.129727
7.050459,2.503247
7.125628,6.021294
1.402171,4.960758
9.228985,4.419991
6.885003,1.901627
4.840443,3.048777
8.444687,6.544165
2.528647,3.304378
2.21112,6.481037
8.793351,3.747259
5.672083,6.012815
1.388113,4.467272
6.475622,3.871155
5.939171,5.75567
7.74348,2.888268
4.623665,1.968229
0.21845,3.576984
3.384285,0.578102
2.589309,4.861688
2.317373,7.736718
9.129345,6.621357
3.84018,6.481216
4.045398,0.452757
2.15068,4.186985
3.480905,4.058136
4.281454,5.466077
4.166338,4.109908
6.487265,3.746402
5.509627,6.588142
3.044886,7.010986
5.931398,4.6196
0.696786,7.284272
8.485486,2.537387
4.482708,0.665952
7.981815,8.125292
3.678405,5.997524
3.347848,1.070357
8.016868,5.741709
5.960341,5.337581
6.551071,8.60313
4.516345,2.265248
0.344275,3.18832
5.502333,0.738321
3.476005,2.747654
7.715806,5.039082
3.032854,4.041016
3.536487,5.876559
5.150154,1.254425
1.572143,4.661381
7.172643,3.989695
0.935282,7.380488
9.363674,7.371666
6.921965,2.919174
2.579018,7.079364
0.300304,6.333326
1.862531,3.567738
1.631993,1.53515
3.98543,1.782964
6.654488,3.91953
7.224929,6.263165
3.564539,8.854817
9.42953,4.332047
5.174453,1.880069
8.494234,3.930106
1.466484,5.328629
2.183678,1.651919
3.344824,6.768914
9.380741,4.151195
9.827886,5.718241
4.541621,8.098887
6.370617,1.414927
8.459177,6.050472
5.990315,4.012899
6.594197,1.07729
3.943087,2.282724
1.933016,5.523887
3.088997,4.236332
0.209249,5.808091
5.403577,5.228201
4.024515,5.175968
7.846377,3.941169
7.380648,8.897369
7.937133,4.595332
7.919542,2.824941
7.883761,7.417205
4.511709,9.741255
2.766239,5.448317
4.1584,7.863897
2.158637,1.116488
1.261135,3.665219
0.3444,5.990335
7.205679,6.341561
3.872215,6.218313
9.350001,6.312158
5.072703,0.025557
7.246525,8.923421
8.050399,8.5506
8.288127,5.914393
5.749727,4.109852
5.902605,9.202226
3.38278,1.177077
2.04868,6.956663
5.076576,9.513541
5.139244,1.329503
1.769059,1.914667
4.38822,7.207034
5.871613,0.982079
4.51414,5.257727
5.620534,2.278896
5.351567,3.881157
6.516561,9.673246
8.448719,8.34914
3.095431,1.596791
3.618692,2.070133
7.856477,2.779117
6.250655,4.814091
8.88554,7.096991
3.609118,8.642553
8.118901,8.748962
3.611054,0.495935
7.49183,7.489674
8.642684,3.319398
3.754083,1.322107
4.768855,8.414504
0.570517,6.150644
5.953023,6.991982
3.902439,1.972539
6.311136,6.34323
5.724643,7.739301
5.132568,7.667422
8.657582,1.849831
9.614381,3.734585
5.942651,6.929005
3.055483,3.88852
7.079326,3.382475
6.909268,0.809919
7.366543,4.018983
0.463252,5.342292
8.300045,5.00924
9.56102,3.295054
1.207689,6.100104
5.428195,2.512559
6.905936,6.40845
6.653743,2.883565
5.634685,6.904864
4.779557,7.439806
6.47651,1.146921
3.597398,4.507759
9.341162,2.939122
7.776333,5.505455
5.033199,6.364869
2.676205,2.028565
9.476327,7.165836
8.355164,1.426101
1.852088,8.624518
4.535917,6.327963
1.879382,2.863034
2.774897,3.941221
1.840032,2.513883
7.899056,5.030482
1.842481,2.257622
6.592553,0.813714
9.044193,6.920839
5.15298,9.444255
4.292593,9.310946
3.244095,2.676077
5.816709,4.404356
4.49596,4.623594
8.380157,6.495974
6.713517,8.672311
7.882918,5.02842
7.820204,1.380122
8.82287,6.112518
7.682336,1.530661
0.941311,4.410125
3.859693,7.134413
0.768433,7.450754
7.684485,6.198733
6.416509,9.527864
4.669573,1.48636
8.127848,8.696458
7.410275,1.956661
2.349127,7.748414
7.137888,2.205539
1.558712,8.084004
