X,Y
2.391393,10.496667
6.304636,1.787733
4.494384,5.933619
2.268751,8.448115
7.150864,2.596456
9.124557,-1.325943
8.748887,-0.720998
1.015677,12.711116
6.133494,3.096994
5.059855,6.672866
3.861409,6.599146
6.339775,3.950577
7.515096,1.326517
4.485299,4.945801
8.743181,-0.645086
2.072283,8.733934
2.754373,9.341854
4.328784,6.455256
6.854913,0.958079
4.480861,5.71001
7.804629,1.566363
5.412376,5.976467
5.883598,1.887686
1.617484,10.246835
6.725467,3.853164
7.153336,0.179357
4.351482,7.620693
6.436878,1.859355
0.482102,13.26564
4.677192,6.291608
7.552452,2.173767
3.047244,9.163794
2.589269,8.446317
7.577967,1.751497
6.347472,1.94312
7.210469,1.858039
4.636147,6.996278
8.154469,0.486103
2.986381,9.394857
4.296532,5.083107
2.215062,9.30042
8.286371,-0.88179
4.416956,6.808573
1.976052,10.77092
3.974687,6.394742
7.766339,1.315788
5.883559,3.626101
4.510676,7.113363
6.456272,3.271573
6.809811,0.902713
1.997365,10.268497
2.207128,9.815023
5.299832,2.88305
6.037061,2.890126
4.042931,7.687155
1.104949,12.22783
1.9759,8.748067
6.288762,2.206192
1.079778,10.838733
0.762546,12.650761
7.2979,1.003804
1.817171,11.217037
1.122739,11.95903
3.140285,7.285803
8.95066,-2.340319
7.66112,-0.757398
7.626207,1.452226
3.278174,9.438918
8.297781,0.362334
1.94182,10.899661
8.586068,-0.373058
4.179136,5.164404
6.794741,1.680849
3.451772,7.140093
3.742624,5.219113
3.801653,5.545527
8.069785,-0.524482
5.127175,5.864358
6.68595,3.909825
7.918499,-0.535119
2.939118,7.453876
7.753987,-0.730393
8.192559,-1.246425
6.73107,3.250638
6.385503,2.087514
6.270814,1.919809
1.553113,9.650501
8.854384,-2.641669
0.403768,12.848887
5.325348,3.979556
5.701197,2.063422
9.719441,-2.765181
0.32507,12.159518
6.581341,1.87328
2.739318,9.104971
4.724636,5.758818
3.17627,8.799401
0.514771,12.465626
1.596019,11.032905
9.804215,-3.108599
3.39206,8.438806
4.657333,6.648534
1.357796,10.430225
2.926969,9.796447
5.483669,4.693811
6.731485,2.327284
4.073051,5.850032
7.896555,-1.250431
5.531922,3.00463
6.871108,3.261008
7.512928,1.050592
4.291396,7.883434
1.092609,11.502203
5.677091,5.718251
1.191717,11.482707
0.5984,11.462467
7.444674,1.583699
8.98021,-1.591643
6.149677,4.193035
8.674274,-1.296927
5.728543,3.115343
2.196711,10.682891
2.199851,9.806399
2.697243,7.965028
5.877689,5.233417
1.485108,11.22189
7.471704,-0.409232
6.696111,0.497972
0.202138,13.282521
3.385669,7.253112
7.314239,2.829178
8.663564,-1.205774
6.22367,2.749502
1.196325,10.388061
5.439414,2.929387
9.588228,-1.954079
6.540738,3.247231
0.312078,12.570003
7.425035,-0.524184
5.557187,5.662273
8.776861,-1.493586
6.803286,1.584875
4.584582,7.56295
1.050934,12.675157
0.846303,11.873685
7.510067,2.24807
2.568979,9.974468
1.202214,12.503641
8.481315,-2.179579
0.634485,11.420669
6.536,3.594174
5.305702,3.60832
3.693757,6.458991
6.012837,1.728411
5.74177,3.422856
4.873514,3.572374
4.22392,4.706642
4.459326,7.393808
4.047442,4.750003
9.905042,-3.633101
9.068572,-1.454114
1.309265,10.388977
9.914357,-2.717018
2.859709,8.533566
4.485267,5.78405
7.48651,-0.57411
6.131182,3.278971
2.933795,8.589389
2.611057,7.594736
1.876163,11.172786
5.774451,2.079043
4.171468,7.320237
1.927782,10.453991
7.256083,1.399373
5.67068,3.710109
5.844786,3.032987
6.356311,3.136348
6.542435,4.086409
0.053591,13.030887
9.692101,-2.219093
7.198948,0.287805
2.111421,9.658778
7.633687,2.124933
6.483631,3.208886
9.280829,-1.499772
4.852404,3.60206
6.282308,4.234307
7.053709,3.226991
6.069935,2.555004
4.682762,6.652602
3.977729,8.556399
2.874565,7.628487
6.366649,2.711498
8.824184,-2.51799
5.500416,5.97877
4.967929,6.769597
5.82821,5.272813
0.826561,11.569486
8.871367,-0.188807
8.025064,0.904904
8.680243,-0.629541
1.084782,12.74993
1.220513,11.576255
6.887953,0.383667
1.89062,11.392606
2.066507,9.188467
0.405902,13.004992
3.113968,9.014858
2.038232,9.617709
1.310217,10.011409
5.181744,3.105011
0.964037,12.221536
6.934778,0.537901
5.40903,2.94471
4.256187,5.458325
5.556997,2.289586
8.731184,-2.276316
6.513451,2.624598
5.762302,4.50755
4.940561,5.593025
7.964261,0.72647
7.084306,1.112855
2.406239,10.013155
6.028326,3.299944
1.165049,11.218836
7.739023,-1.060826
0.579937,11.593225
4.368486,4.996191
6.642622,1.905384
8.125471,-1.264972
7.05983,0.000778
3.699247,5.640314
5.914096,3.908867
6.958543,1.890216
6.149145,2.221494
6.618071,1.764543
4.693292,5.898633
1.578893,9.568926
6.286235,2.761016
9.750018,-2.674846
6.563492,4.249302
3.973143,7.158495
4.748264,7.00356
7.645482,1.873955
0.573653,12.22021
7.35776,2.393098
0.257266,13.313101
4.780564,6.058625
2.95791,9.748802
6.181884,2.578616
9.45761,-2.466926
2.273454,8.626586
7.422382,1.347888
6.518055,1.40478
3.689407,7.314511
5.602987,3.412155
9.091001,-1.669426
6.177467,3.364721
3.659498,9.119848
7.531131,2.156091
1.862019,10.728419
5.621716,3.715979
4.233257,5.443873
9.860309,-3.539775
5.402369,2.616183
5.534422,4.59998
7.653656,0.219228
5.221949,3.156098
3.865855,7.861696
4.689237,5.066501
3.859648,7.932899
2.282248,8.50432
9.577875,-2.086781
5.965541,3.218816
5.350199,3.647858
9.627868,-1.948532
1.640093,10.378066
8.113443,-0.507235
0.605434,12.966579
2.318597,9.619957
5.564234,2.646243
3.872723,8.66053
7.953588,-1.031651
4.223504,7.898521
4.470123,6.924219
7.145403,2.089487
5.100891,4.564462
9.343736,-2.031665
2.495392,10.115873
5.68297,4.54592
9.206433,-2.374866
5.922315,4.476463
7.841129,-0.324759
7.361184,1.371154
2.511399,8.409773
2.925407,6.843586
4.024135,5.745375
4.328635,6.525851
5.697042,5.714758
1.760289,11.74474
6.558672,1.30305
2.654023,9.683125
4.802624,6.75067
8.040235,-0.967148
4.111611,6.545037
6.026964,4.10461
3.507704,7.098633
6.051808,3.217368
5.421433,3.200424
3.955305,5.030919
6.087404,3.106541
4.576628,6.602955
7.198094,1.730559
8.657031,-2.367004
6.782444,2.713252
7.168022,1.959438
2.457884,9.499229
0.749205,11.383092
6.956237,2.685694
2.74132,8.823789
2.782195,8.061597
8.655956,-0.666264
6.237522,2.798708
1.662392,9.653081
4.619563,4.951841
2.664282,7.749867
8.578483,-1.022327
6.434633,2.533638
8.500334,-0.33506
8.483916,0.199586
9.189053,-2.413685
1.67371,11.393396
7.263851,0.813422
6.04027,3.491692
5.408004,2.446724
6.349769,1.676408
6.099256,2.231857
1.434616,11.52352
7.733279,1.550277
8.855676,-1.668771
1.697879,9.670288
4.354594,7.150086
0.70876,12.63548
2.476806,9.014752
0.462382,12.339539
5.960557,3.195662
5.45695,5.826803
2.054474,8.701657
7.588368,0.037219
6.941456,1.359903
1.533121,9.753801
2.725448,7.196188
7.219123,2.145538
8.863617,-1.397383
5.572059,4.442775
5.117295,3.067924
6.707766,0.659803
0.423601,11.88589
1.989488,9.303057
1.322766,11.028952
7.92146,-1.248936
0.901837,11.945012
1.716039,10.678088
0.12596,13.505554
3.577993,6.538393
5.2664,3.330326
1.087179,12.35041
3.12516,8.889658
1.084794,11.529565
8.047818,-0.821859
7.30532,-0.542295
4.603889,3.966553
4.745492,5.00385
8.241775,-0.63416
7.183817,0.763822
7.843678,-0.960415
-0.045914,13.235358
9.003287,-0.948866
8.525897,-2.085845
8.811692,-0.444522
3.152377,7.941892
5.017362,4.48759
3.063619,7.385817
4.813061,7.157016
2.590592,10.470384
6.002484,4.140756
3.733894,5.326535
3.024129,7.727634
2.851337,7.44778
4.143534,7.551568
6.137962,4.309781
6.679899,1.637241
8.634869,-0.255872
2.228893,9.001657
9.871351,-2.899128
4.346079,5.553416
4.925533,4.181166
2.285831,10.350399
3.970119,6.391443
7.535627,0.372229
8.920914,-1.307013
6.357034,1.781017
8.189178,-0.800474
7.151776,2.545788
0.519206,11.918478
7.033928,2.537341
6.319077,3.028973
3.383471,8.704683
4.685832,3.906321
6.378871,3.145446
9.209202,-2.447773
6.164607,3.450569
1.624505,9.722069
0.805429,11.289579
7.115541,0.017449
9.283299,-1.502551
4.825154,6.721414
2.100721,8.793207
8.849579,-2.214763
2.21514,8.129211
7.834889,0.337194
2.047248,11.22707
7.413061,-0.534297
8.311953,-0.997148
6.684995,0.805687
5.923615,5.288926
0.561526,11.517271
8.554218,-2.23519
4.590299,7.295082
6.084264,3.615878
2.663035,8.355366
1.837066,11.390036
8.434925,-1.413493
5.819441,4.650719
8.186795,-0.448202
3.421048,8.65601
7.281936,0.605793
7.614094,2.249031
3.930613,4.919455
1.006637,11.400611
6.588665,3.455338
0.096809,12.96852
9.386847,-1.968387
7.235889,0.561402
1.800671,10.327767
3.329219,9.23587
2.553551,7.411643
7.066407,1.848247
2.599026,7.665347
7.161034,0.474346
3.700356,7.444734
0.416693,12.495533
0.316018,13.231399
9.339495,-2.514493
5.004923,3.175042
7.224898,2.667326
1.924859,10.62307
0.7318,12.217009
2.207303,8.704429
4.583555,5.387712
7.36491,1.714308
3.381563,8.323833
6.905204,0.454805
1.025797,12.615371
7.822831,-1.01725
3.051793,7.924685
8.006705,-0.471088
3.456834,7.782708
7.913779,0.739923
5.523621,4.020465
3.777094,6.086109
4.321582,7.175823
8.550619,-1.778413
0.371495,12.688312
5.031893,4.818867
2.392571,10.890287
1.525528,10.135967
7.802682,-1.1394
3.793156,6.312028
8.878582,-2.517456
2.500793,10.484876
5.411748,3.847239
2.911789,7.99039
5.114989,3.366896
6.123381,4.957815
6.085692,3.622034
2.033837,8.670016
8.719212,-2.028595
5.368708,4.712909
6.985603,2.132409
9.351963,-1.587467
2.112948,10.655842
3.731841,5.307698
4.21842,5.225335
9.12725,-2.263926
1.936218,11.065651
3.340529,6.661423
5.747505,2.854197
2.203454,11.241371
8.025139,-1.607923
8.954616,-2.783438
1.819002,9.922432
0.64156,12.809856
5.773494,2.645532
5.630697,2.975691
6.020064,3.008334
1.083816,12.723332
8.782799,-1.352678
6.551858,1.924842
4.473963,4.025015
4.859294,4.895285
7.512041,-0.807237
3.372067,7.692925
8.340562,0.156698
4.634574,6.720196
3.133985,7.105032
4.599622,5.18093
5.215179,5.872388
3.240918,9.479064
5.115863,4.885004
6.488232,2.164487
7.80439,0.090516
5.027864,3.51636
2.970371,9.676136
8.014003,0.805005
8.428623,-1.108747
7.608356,0.902355
3.520105,6.446126
7.171968,1.643109
2.957821,7.889944
3.419281,9.388167
7.41192,2.413867
2.278499,10.734028
7.154083,1.911072
4.360951,7.609557
6.161598,3.551587
4.106729,7.553639
2.036947,10.122952
5.846244,3.096464
2.885538,9.584004
4.352917,5.244382
1.346699,10.136483
0.886585,12.332583
8.741026,0.078451
6.124813,3.793668
6.245737,1.716322
3.691113,7.79344
9.188683,-1.443761
8.2989,0.051285
0.059522,13.548094
2.797472,9.755217
4.419087,4.930489
4.757358,5.935195
4.713064,5.073248
4.073255,6.287626
3.647828,8.584238
7.756691,-0.416373
4.965491,6.011228
4.344139,4.74158
8.802849,-2.461599
4.074001,7.055558
0.493766,12.735984
1.626779,10.325114
5.700623,5.656524
3.455654,8.760508
8.135149,-1.473894
5.224361,2.858057
3.581101,8.841889
0.889651,11.490319
4.867104,5.749317
0.865036,12.366233
5.094498,3.601374
5.647218,5.590822
3.950826,4.989686
3.704609,5.807807
1.036017,10.781221
6.408213,1.185553
5.835411,2.830063
3.541769,8.885733
5.211478,5.050213
9.192937,-1.462148
2.223117,8.358395
9.465904,-1.658446
6.917299,3.054312
4.248692,7.342808
3.177889,7.534492
5.421526,3.265223
1.005522,12.156122
3.300259,8.504244
3.297195,6.68092
0.851366,12.919203
1.901359,9.883998
1.281979,11.569467
4.742751,4.704577
2.915541,7.813684
4.384246,5.449959
1.877003,11.117635
3.95924,5.553215
3.760272,5.160076
9.488295,-3.32652
7.21433,2.034143
8.778427,-2.511279
8.121828,0.341874
5.884657,2.30355
3.096844,7.227931
1.612315,11.170177
3.912125,6.356936
6.618867,1.427562
3.478331,6.766833
5.260946,4.161853
5.080807,4.668116
2.656647,10.123516
6.997287,0.671945
0.616081,12.099532
2.202921,8.433845
5.835166,3.557302
5.337848,6.151084
6.253026,4.666288
1.69654,9.12295
1.507527,10.507677
8.005943,-1.163825
5.994481,3.268202
3.563942,6.269857
0.519972,12.218866
5.323088,3.054736
8.026648,-1.419058
7.179722,1.677477
7.829031,-0.399098
1.669383,9.829
0.572435,12.796974
0.645483,12.96325
6.470512,3.238235
7.083366,1.286898
8.381759,-0.645862
6.354128,1.324065
1.026735,12.163094
4.456357,7.604676
8.093014,-0.196594
1.836037,9.367823
8.638507,-1.946533
2.720335,7.925004
9.949666,-3.246791
6.793902,2.129843
2.173763,9.566283
6.822797,2.172832
6.925022,3.546651
8.825598,-0.959452
2.544664,7.702495
5.001156,5.503933
9.581769,-2.387077
2.766959,10.04704
2.269755,9.87831
9.169124,-1.529204
5.373674,3.1261
0.984966,11.212761
5.762049,4.764882
5.028497,4.830326
6.41546,3.671013
8.34018,-1.518272
8.308969,-1.048243
3.309577,9.278955
4.804478,6.026547
4.977179,4.86381
6.032798,5.189762
6.786216,0.548241
6.449976,2.100866
3.233645,6.872921
4.993821,5.840839
2.29178,8.453107
8.624743,-1.198074
5.478939,3.570373
5.744191,2.195141
2.065918,9.499558
6.727628,0.392338
7.602637,1.110194
1.868976,9.793624
5.230845,3.940944
1.840895,10.914548
3.753158,6.354235
2.338468,7.98428
3.664709,8.843077
6.798368,3.593849
6.294845,2.598011
2.838157,10.278946
0.743259,11.875611
5.951309,2.805728
6.195142,3.566328
3.233021,7.443899
3.287824,7.894382
6.447272,2.5585
8.412526,0.716152
3.442007,7.610101
2.986396,7.011341
2.265649,9.995153
4.393893,7.825101
5.754105,2.070222
7.933144,-1.134771
9.100883,-2.285701
3.787365,7.476686
7.244483,2.309518
4.832937,3.721588
0.335144,12.807314
6.559797,3.243567
5.062511,3.705575
